ID,quality_score,Owner,Country_of_Origin,Farm_Name,Company,Region,Producer,Number_of_Bags,Bag_Weight,In-Country_Partner,Harvest_Year,Grading_Date,Variety,Status,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,Expiration,Certification_Body,Certification_Address,Certification_Contact,Altitude_Units,Lower_Altitude,Upper_Altitude
1143,79.83,Kona Pacific Farmers Cooperative,United States (Hawaii),,Kona Pacific Farmers Cooperative,Kona,,12,45.3592,Specialty Coffee Association,2012,"April 5th, 2012",Hawaiian Kona,Completed,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10.0,10.0,7.17,Sample  79.83,12 %,7 full defects,0.0,Blue-Green,10 full defects,"April 5th, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
1144,79.75,Juan Luis Alvarado Romero,Guatemala,LA ESPERANZA,"UNEX GUATEMALA, S.A.",Oriente,"AGRICOLA EL PILAR, S.A.",25,69.0,Asociacion Nacional Del Café,2016,"June 22nd, 2017",Bourbon,Completed,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,Sample  79.75,10 %,0 full defects,4.0,Green,1 full defects,"June 22nd, 2018",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,,
1145,79.75,"Lin, Che-Hao Krude 林哲豪",Taiwan,Ka-vulungan Coffee Estate,"RED ON TREE CO., LTD.","Taiwu Township , Pingtung County 屏東縣泰武鄉",Wei-Chieh ( Jack ) Hua,28,50.0,Specialty Coffee Association,2014,"March 21st, 2015",Typica,Completed,Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,Sample  79.75,0 %,0 full defects,0.0,,0 full defects,"March 20th, 2016",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,800,1200
1146,79.75,"Lin, Che-Hao Krude 林哲豪",Taiwan,Baijiada Coffee Farm佰加達咖啡莊園,"RED ON TREE CO., LTD.","Baihe Dist., Tainan City 臺南市白河區",LIN REN FU 林人富,50,20.0,Specialty Coffee Association,2013,"July 28th, 2014",Typica,Completed,Washed / Wet,7.08,7.08,7.25,7.0,7.17,7.17,10.0,10.0,10.0,7.0,Sample  79.75,10 %,0 full defects,0.0,Blue-Green,0 full defects,"July 28th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,500,700
1147,79.75,Doi Tung Development Project,Thailand,,Doi Tung Development Project,Thailand,Doi Tung Development Project,1,1.0,Specialty Coffee Association,2013,"June 16th, 2014",,Completed,Washed / Wet,7.25,7.08,6.92,7.5,7.08,6.92,10.0,10.0,10.0,7.0,Sample  79.75,12 %,0 full defects,0.0,Green,0 full defects,"June 16th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,800,
1148,79.75,Dane Loraas,Peru,,Sustainable Harvest,Huanuco,,320,2.26796,Specialty Coffee Association,2013,"January 23rd, 2014",,Completed,Washed / Wet,7.0,7.08,7.0,7.25,7.5,7.42,9.33,10.0,10.0,7.17,Sample  79.75,12 %,1 full defects,0.0,Green,2 full defects,"January 23rd, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
1149,79.75,The Coffee Source Inc.,Costa Rica,Several,The Coffee Source Inc.,Brunca,Coopeagri,275,2.0,Specialty Coffee Association,2013,"September 23rd, 2013",Catuai,Completed,Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,8.0,Sample  79.75,10 %,0 full defects,0.0,Bluish-Green,4 full defects,"September 23rd, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1100,
1150,79.75,FREDY GORDILLO REYES,Mexico,UNION RAMAL SANTA CRUZ,UNION RAMAL SANTA CRUZ SPR DE RI,"LA CONCORDIA, CHIAPAS",UNION RAMAL SANTA CRUZ,310,1.0,AMECAFE,2013,"March 29th, 2013",Typica,Completed,Washed / Wet,7.58,7.08,7.0,7.0,7.5,6.92,10.0,10.0,10.0,6.67,Sample  79.75,12 %,0 full defects,0.0,Green,4 full defects,"March 29th, 2014",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1400,
1151,79.75,LEONIDES DE LA CRUZ LOPEZ,Mexico,COMONYAJ NOPTIC S DE SS,COMON YAJ NOPTIC S. DE SS,CHIAPAS,COMONYAJ NOPTIC S DE SS,275,1.0,AMECAFE,2013,"March 29th, 2013",Bourbon,Completed,Washed / Wet,7.58,7.08,6.92,7.58,7.5,6.92,10.0,9.33,10.0,6.83,Sample  79.75,13 %,0 full defects,0.0,Green,4 full defects,"March 29th, 2014",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1022,
1152,79.75,CALIXTO GUILLEN VAZQUEZ,Mexico,VARIAS COUNIDADES,"FINCA TRIUNFO VERDE, S.C.",CHIAPAS,VARIOS PRODUCTORES,380,1.0,AMECAFE,2013,"March 29th, 2013",Bourbon,Completed,Washed / Wet,7.25,7.08,7.0,7.17,7.17,7.08,10.0,10.0,10.0,7.0,Sample  79.75,12 %,0 full defects,0.0,Green,5 full defects,"March 29th, 2014",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1300,
1153,79.75,ISRAEL EDUARDO PAZ GARCIA,Mexico,PEÑA NEGRA,CAFEORGANICO.MX,ZARAGOZA ITUNDUJIA,MINERVA ZUÑIGA GARCIA,12,1.0,AMECAFE,2012,"September 14th, 2012",Bourbon,Completed,Washed / Wet,7.25,7.17,7.17,7.08,7.17,7.0,10.0,10.0,10.0,6.92,Sample  79.75,14 %,0 full defects,0.0,None,0 full defects,"September 14th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1450,
1154,79.75,ALFREDO BOJALIL,Mexico,EL VERGEL,ECOMTRADING,POCHUTLA,ANGEL GONZALES,250,1.0,AMECAFE,2012,"September 4th, 2012",Typica,Completed,Washed / Wet,7.33,7.25,7.0,7.08,7.08,7.0,10.0,10.0,10.0,7.0,Sample  79.75,10 %,1 full defects,0.0,Green,22 full defects,"September 4th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1050,
1155,79.75,LUSSO LAB,Guatemala,Genuine Antigua Medina,LUSSO COFFEE LAB,Antigua,Jorge Bolanos,275,69.0,Specialty Coffee Association,2012,"July 23rd, 2012",Bourbon,Completed,Washed / Wet,7.58,7.33,7.5,7.33,7.0,7.33,9.33,9.33,9.33,7.67,Sample  79.75,0 %,0 full defects,0.0,Green,4 full defects,"July 23rd, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
1156,79.75,MONTEGRANDE,Mexico,FINCA MONTE GRANDE,CAFE MONTEGRANDE,TUXTLA GUTIERREZ,ALFREDO MOISES CEJA,36,1.0,AMECAFE,2012,"June 6th, 2012",Typica,Completed,Washed / Wet,7.25,6.83,6.92,7.08,7.25,7.08,10.0,10.0,10.0,7.33,Sample  79.75,12 %,0 full defects,0.0,,7 full defects,"June 6th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1100,
1157,79.67,Juan Luis Alvarado Romero,Guatemala,LA ESMERALDA,"UNEX GUATEMALA, S.A.",ORIENTE,JESUS RAMIREZ,25,69.0,Asociacion Nacional Del Café,2016,"June 22nd, 2017",Bourbon,Completed,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,Sample  79.67,10 %,0 full defects,2.0,Green,1 full defects,"June 22nd, 2018",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,4000,
1158,79.67,Consejo Salvadoreño del Café,El Salvador,La Montaña,Consejo Salvadoreño del Café,CACAHUATIQUE,Sociedad Cooperativa de Cafetaleros de Ciudad Barrios de R.L.,275,69.0,Salvadoran Coffee Council,2016,"March 23rd, 2017",Bourbon,Completed,Washed / Wet,7.25,7.08,7.0,6.83,7.33,7.17,10.0,10.0,10.0,7.0,Sample  79.67,0 %,0 full defects,0.0,Bluish-Green,12 full defects,"March 23rd, 2018",Salvadoran Coffee Council,"Final 1a. Av. Norte y 13 Calle Pte., dentro de las instalaciones del MAG",Tomas Bonilla - (503) 2505-6600,meters,1250,
1159,79.67,Doi Tung Development Project,Thailand,,Doi Tung Development Project,Thailand,Doi Tung Development Project,1,1.0,Specialty Coffee Association,2013,"June 16th, 2014",,Completed,Washed / Wet,6.92,7.17,6.83,7.42,7.17,7.08,10.0,10.0,10.0,7.08,Sample  79.67,12 %,0 full defects,0.0,Blue-Green,0 full defects,"June 16th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,800,
1160,79.67,Juan Luis Alvarado Romero,Guatemala,LA CASTELLANA,"UNEX (GUATEMALA), S.A.",ORIENTE,AGRIPEC DE LA VEGA Y CIA.,250,69.0,Asociacion Nacional Del Café,2013,"June 27th, 2013",Bourbon,Completed,Washed / Wet,7.5,7.0,6.83,7.08,7.08,7.17,10.0,10.0,10.0,7.0,Sample  79.67,11 %,0 full defects,0.0,Green,6 full defects,"June 27th, 2014",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,4300,
1161,79.67,FREDY GORDILLO REYES,Mexico,UNION RAMAL SANTA CRUZ,UNION RAMAL SANTA CRUZ SPR DE RI,"LA CONCORDIA, CHIAPAS",UNION RAMAL SANTA CRUZ,310,1.0,AMECAFE,2013,"March 29th, 2013",Typica,Completed,Washed / Wet,7.42,7.25,6.83,7.58,7.17,6.58,10.0,10.0,10.0,6.83,Sample  79.67,12 %,0 full defects,0.0,Green,6 full defects,"March 29th, 2014",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1400,
1162,79.67,SAUL M. HERNANDEZ RAMIREZ,Mexico,EL ENCINAL,,"TENANGO DE DORIA, HIDALGO","GOMEZ GRANILLO, VERONICO",10,1.0,AMECAFE,2012,"September 27th, 2012",Caturra,Completed,Washed / Wet,7.33,7.17,7.0,6.75,7.08,7.0,10.0,10.0,10.0,7.33,Sample  79.67,13 %,5 full defects,0.0,None,6 full defects,"September 27th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,975,
1163,79.67,ALFREDO BOJALIL,Mexico,CONSOLAPA,ECOMTRADING,"COATEPEC, COATEPEC",CECILIA AVILA CAMBEROS,253,1.0,AMECAFE,2012,"June 4th, 2012",Mundo Novo,Completed,Washed / Wet,6.92,7.17,7.17,7.17,7.08,7.08,10.0,10.0,10.0,7.08,Sample  79.67,0 %,0 full defects,0.0,,9 full defects,"June 4th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1264,
1164,79.67,Doi Tung Development Project,Thailand,Doi Tung Development Project,,,Doi Tung Development Project,5,0.453592,Specialty Coffee Association,,"April 9th, 2010",Peaberry,Completed,,7.17,7.17,7.0,7.0,7.25,6.92,10.0,10.0,10.0,7.17,Sample  79.67,0 %,1 full defects,0.0,,0 full defects,"April 9th, 2011",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
1165,79.58,OBED RENDON PONCE,Mexico,TEPETZINGO,CAFETERA EL GRANDE S.A. DE C.V.,TEPETZINGO,ROGELIO JACOME MORALES,50,1.0,AMECAFE,2012,"September 17th, 2012",Typica,Completed,Washed / Wet,7.08,7.0,6.92,7.33,7.25,7.08,10.0,10.0,10.0,6.92,Sample  79.58,12 %,0 full defects,0.0,None,11 full defects,"September 17th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1250,
1166,79.58,ARMANDO LUIS POHLENZ MARTINEZ,Mexico,,BENEFICIO CUSTEPEC S.A. DE C.V.,LA CONCORDIA,ARMANDO LUIS POHLENZ MARTINEZ,250,1.0,AMECAFE,2012,"August 30th, 2012",Caturra,Completed,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7.0,10.0,10.0,10.0,6.92,Sample  79.58,13 %,0 full defects,0.0,Green,5 full defects,"August 30th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1550,
1167,79.58,Exportadora de Cafe Condor S.A,Colombia,,,huila,,250,70.0,Almacafé,,"February 9th, 2011",,Completed,,7.25,7.17,7.0,6.75,7.17,7.33,10.0,10.0,10.0,6.92,Sample  79.58,10 %,0 full defects,0.0,,4 full defects,"February 9th, 2012",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1800,
1168,79.58,Carl Walker,Guatemala,La Igualdad,,"Chuva, San Marcos",Federico Weller,223,69.0,Specialty Coffee Association,,"January 13th, 2011",,Completed,,7.08,7.0,6.83,7.33,7.25,7.0,10.0,10.0,10.0,7.08,Sample  79.58,17 %,1 full defects,0.0,,19 full defects,"January 13th, 2012",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,feet,3500,5200
1169,79.5,COOPERATIVA EL GORRION R.L,Nicaragua,Las Nubes,COOPERATIVA EL GORRION R.L,Jinotega,Cooperativa de Servicio Múltiples el Gorrión R.L,275,69.0,Asociación de Cafés Especiales de Nicaragua,2015,"July 6th, 2015",Caturra,Completed,Natural / Dry,6.92,6.92,7.0,7.42,7.25,7.0,10.0,10.0,10.0,7.0,Sample  79.50,12 %,0 full defects,0.0,Green,6 full defects,"July 5th, 2016",Asociación de Cafés Especiales de Nicaragua,"Oficentro Norte, Km 5, Carretera Panamericana Norte, Managua, Nicaragua",Edwin José Ruiz González - 011-(505)-2249-0182,meters,1050,
1170,79.5,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,Su-Zhen Huang 黃素真,Blossom Valley宸嶧國際,Nantou 南投日月潭,張素真,10,2.0,Blossom Valley International,2014,"May 23rd, 2015",Typica,Completed,Natural / Dry,6.92,7.0,7.17,7.0,7.42,7.0,10.0,10.0,10.0,7.0,Sample  79.50,0 %,0 full defects,0.0,,1 full defects,"May 22nd, 2016",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,meters,700,
1171,79.5,Exportadora de Cafe Condor S.A,Colombia,,Exportadora de Cafe Condor S.A,cundinamarca,,250,70.0,Almacafé,2013,"June 21st, 2013",Caturra,Completed,Washed / Wet,7.83,7.5,7.42,7.42,7.67,7.5,10.0,6.67,10.0,7.5,Sample  79.50,0 %,0 full defects,0.0,Green,2 full defects,"June 21st, 2014",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1550,
1172,79.5,ARMANDO LUIS POHLENZ MARTINEZ,Mexico,,BENEFICIO CUSTEPEC S.A. DE C.V.,LA CONCORDIA,ARMANDO LUIS POHLENZ MARTINEZ,250,1.0,AMECAFE,2012,"August 1st, 2012",Caturra,Completed,Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10.0,10.0,7.0,Sample  79.50,12 %,1 full defects,0.0,Green,20 full defects,"August 1st, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1550,
1173,79.5,MARIO JOSE FERNANDEZ,Mexico,CASA BLANCA,,"COATEPEC, COATEPEC",MARIA DE LA LUZ SANCHEZ TODD,127,1.0,AMECAFE,2012,"July 11th, 2012",Typica,Completed,Washed / Wet,7.25,7.33,7.0,7.25,7.17,7.17,9.33,10.0,10.0,7.0,Sample  79.50,12 %,0 full defects,0.0,Bluish-Green,5 full defects,"July 11th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1100,
1174,79.42,Juan Luis Alvarado Romero,Guatemala,EL PAPATURRO,"UNEX (GUATEMALA), S.A",ORIENTE,AMILCAR LAPOLA,250,69.0,Asociacion Nacional Del Café,2013,"May 13th, 2014",Bourbon,Completed,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,Sample  79.42,10 %,0 full defects,0.0,Green,2 full defects,"May 13th, 2015",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,4000,
1175,79.42,Juan Luis Alvarado Romero,Guatemala,VARIAS,OUTSPAN GUATEMALA S.A.,ORIENTE,VARIOS,275,69.0,Asociacion Nacional Del Café,2014,"March 31st, 2014",Other,Completed,Washed / Wet,7.25,7.33,6.83,7.0,7.0,7.17,10.0,10.0,10.0,6.83,Sample  79.42,10 %,1 full defects,0.0,Green,4 full defects,"March 31st, 2015",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,4000,
1176,79.42,ADRIANA TORRES RICO QUEVEDO,Mexico,CRE-LEG L-4,CAFESSISIMO COMPAÑIA S.A. DE C.V.,XICOTEPEC DE JUAREZ,ADRIANA TORRES RICO QUEVEDO,10,1.0,AMECAFE,2012,"September 11th, 2012",Typica,Completed,Washed / Wet,7.0,6.83,6.83,7.42,7.33,7.17,10.0,10.0,10.0,6.83,Sample  79.42,13 %,0 full defects,0.0,Green,30 full defects,"September 11th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,800,
1177,79.33,Rre Kunene,Cote d?Ivoire,CNRA Station of Divo,Royal 1750 Coffee,CNRA Station of Divo,CNRA,2,1.0,Specialty Coffee Association,2016,"June 6th, 2017",,Completed,Washed / Wet,7.42,7.25,6.83,7.0,7.33,7.08,9.33,10.0,10.0,7.08,Sample  79.33,13 %,1 full defects,0.0,Bluish-Green,2 full defects,"June 6th, 2018",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,,
1178,79.33,The Coffee Source Inc.,Colombia,Several,The Coffee Source Inc.,Pereira,Spot,250,1.360776,Specialty Coffee Association,2013,"January 8th, 2014",Caturra,Completed,Washed / Wet,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10.0,7.33,Sample  79.33,0 %,0 full defects,0.0,Green,3 full defects,"January 8th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1200,
1179,79.33,ERIC JESUS CORDOBA ARROYO,Mexico,EL ENCANTO,,ZENTLA,ERIC JESUS CORDOBA ARROYO,30,1.0,AMECAFE,2012,"September 17th, 2012",Typica,Completed,Washed / Wet,7.0,7.0,6.83,7.33,7.42,6.92,10.0,10.0,10.0,6.83,Sample  79.33,14 %,0 full defects,0.0,None,23 full defects,"September 17th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,950,
1180,79.33,ERIC JESUS CORDOBA ARROYO,Mexico,LA GLORIA,,ZENTLA,ANTONIO CORDOBA MURILLO,50,1.0,AMECAFE,2012,"September 10th, 2012",Typica,Completed,Washed / Wet,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10.0,10.0,7.0,Sample  79.33,14 %,0 full defects,0.0,Green,19 full defects,"September 10th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,750,
1181,79.33,Juan Luis Alvarado Romero,Guatemala,Conquista/ Morito,"UNEX (GUATEMALA), S.A",ORIENTE,Conquista/ Morito,250,1.0,Asociacion Nacional Del Café,2012,"January 13th, 2012",Bourbon,Completed,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,10.0,10.0,10.0,7.17,Sample  79.33,11 %,0 full defects,0.0,Green,6 full defects,"January 12th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,
1182,79.25,"Lin, Che-Hao Krude 林哲豪",Taiwan,BaiShenCun Coffee Farm百勝村咖啡莊園,"RED ON TREE CO., LTD.","Guoxing Township, Nantou County 南投縣國姓鄉",WU SHU YI 巫叔憶,50,20.0,Specialty Coffee Association,2014,"November 7th, 2014",Typica,Completed,Washed / Wet,7.08,6.83,6.83,7.25,7.42,7.08,10.0,10.0,10.0,6.75,Sample  79.25,11 %,0 full defects,0.0,Blue-Green,0 full defects,"November 7th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,850,
1183,79.25,MARCO VIRGILIO RAMIREZ TELIZ,Mexico,EL AGUACATE,CAFES DE NARANJAL S.A. DE C.V,VERACRUZ,MARCO VIRGILIO RAMIREZ TELIZ,12,1.0,AMECAFE,2012,"September 10th, 2012",Bourbon,Completed,Washed / Wet,7.0,7.0,6.92,7.17,7.17,7.08,10.0,10.0,10.0,6.92,Sample  79.25,13 %,0 full defects,0.0,Green,10 full defects,"September 10th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1000,
1184,79.17,Juan Luis Alvarado Romero,Guatemala,LAS DELICIAS,"UNEX GUATEMALA, S.A.",SANTA ROSA,OTTO BECKER,50,69.0,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Bourbon,Completed,Washed / Wet,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,Sample  79.17,10 %,0 full defects,0.0,Green,0 full defects,"August 22nd, 2018",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,4000,
1185,79.17,Janny Marlith Torres,Honduras,La Bendicion,Coffee Planet Corporation S.A,Ocotepeque,Jorge Alfredo Pinto,15,69.0,Instituto Hondureño del Café,2017,"July 27th, 2017",Catuai,Completed,Washed / Wet,7.58,7.0,6.75,6.92,7.0,6.92,10.0,10.0,10.0,7.0,Sample  79.17,11 %,0 full defects,0.0,Green,5 full defects,"July 27th, 2018",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,meters,1650,
1186,79.17,Juan Luis Alvarado Romero,Guatemala,CHAPULTEPEC,"UNEX GUATEMALA, S.A.",OCCIDENTE,CHAPULTEPEC,250,69.0,Asociacion Nacional Del Café,2016,"May 23rd, 2016",Bourbon,Completed,Washed / Wet,7.08,7.0,6.92,7.42,7.0,6.92,10.0,10.0,10.0,6.83,Sample  79.17,11 %,0 full defects,8.0,Green,6 full defects,"May 23rd, 2017",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,1320,
1187,79.17,Juan Luis Alvarado Romero,Guatemala,EL CHILE,"MERCON GUATEMALA, S.A.",NUEVO ORIENTE,OVIDIO CARDONA,275,69.0,Asociacion Nacional Del Café,2015,"June 30th, 2015",Catuai,Completed,Washed / Wet,7.25,7.17,6.75,7.25,7.0,6.92,10.0,10.0,10.0,6.83,Sample  79.17,11 %,0 full defects,0.0,Green,6 full defects,"June 29th, 2016",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,,
1188,79.17,Brent Hall,Costa Rica,,S&D Coffee and Tea,San Rafael,,1,2.0,Specialty Coffee Association,2012,"December 10th, 2013",Catuai,Completed,Washed / Wet,7.17,7.42,7.5,8.0,7.25,7.83,10.0,10.0,6.67,7.33,Sample  79.17,10 %,5 full defects,0.0,None,20 full defects,"December 10th, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
1189,79.17,ISRAEL EDUARDO PAZ GARCIA,Mexico,LA TEJERIA,CAFEORGANICO.MX,ZARAGOZA ITUNDUJIA,HILARIO GARCÍA SANDOVAL,10,1.0,AMECAFE,2012,"September 13th, 2012",Typica,Completed,Washed / Wet,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10.0,10.0,7.17,Sample  79.17,14 %,0 full defects,0.0,None,8 full defects,"September 13th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1550,
1190,79.17,JULIO CESAR ROBLES FLORES,Mexico,EL DELIRIO,,YAJALON,SOCIEADAD COOPERATIVA INDUSTRIAL CAFES YAJALON S. C. L.,53,1.0,AMECAFE,2012,"August 30th, 2012",Typica,Completed,Washed / Wet,7.17,6.92,6.92,7.08,7.17,7.0,10.0,10.0,10.0,6.92,Sample  79.17,14 %,0 full defects,0.0,Green,34 full defects,"August 30th, 2013",AMECAFE,Tenayuca 107 Col. Vertiz Narvarte México D.F. Z.C. 03600,Sylvia Gutiérrez - 52-55-56884569 ext 6792,meters,1450,
1191,79.17,Masamichi Hiroike,Mexico,Various smallholders,,"Pluma Hidalogo, Oaxaca",Various smallholders,250,6.0,Specialty Coffee Association,,"April 9th, 2010",Typica,Completed,,6.75,6.75,6.83,7.25,7.58,7.08,10.0,10.0,10.0,6.92,Sample  79.17,1 %,0 full defects,0.0,,8 full defects,"April 9th, 2011",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1200,
